sample_id,tADS,PL,v0,t_press,t_depress,h2o_ppmv,sox_ppmv,nox_ppmv,dust_mg_Nm3,co2_mol_frac,n2_mol_frac_effective,capacity_factor,affinity_factor_co2,mtc_factor,dax_factor,deactivation_index,CO2_purity,CO2_recovery,n_CO2_feed,n_N2_feed,n_CO2_product,n_N2_product,n_CO2_dynamic_product,n_N2_dynamic_product,n_CO2_available,bed_y_CO2_before_blowdown,bed_y_N2_before_blowdown,n_CO2_void_tail,n_N2_void_tail,valid_physics,status_detail,n_cycles,status
1,154.73233632343633,0.33169749803498566,0.01992045746124625,50.21274993589982,30.772765760701883,43.383272693302466,0.7624122387333114,3.907201242511352,0.08644719545233327,0.1738827970576613,0.8261088469705554,0.8533975907966211,0.90784812029428,0.9474267663255094,1.0549339797938957,0.484299323397586,0.28254962145976625,0.6206840387187531,0.09634189338332119,0.45769373007940806,0.059797875482971316,0.15183884579108728,7.792045527763012,0.14427143798211423,7.967933597505124,0.763317491304905,0.236682508695095,0.17588806974211185,0.05453776452172513,True,ok,10,ok
2,79.23257994885944,0.25464014963558224,0.029250552274802534,43.70914364730106,31.5443550529342,3.9388331361944986,0.00016958280460929842,6.626095508759155,0.02611994649073003,0.1983590063461452,0.8016388979493271,0.931823134934071,0.9594803257217963,0.9874261574624655,1.0284668113358706,0.20046891966698424,0.280242852980243,0.7147524675934362,0.08263264982426845,0.3339442343027379,0.0590618903656802,0.1516906399400402,11.081756468246507,0.14619727377310224,11.247695743641254,0.7641520409839179,0.23584795901608213,0.1659392753947463,0.05121551382898438,True,ok,10,ok
3,178.66363060073547,0.23077076639302405,0.01946585010224544,65.66994239423254,36.04016362020667,28.4971308012598,0.9448840895118885,2.8831953930401784,0.047174946574739425,0.16344323992932056,0.8365514765627888,0.8598071295715528,0.9051566779226314,0.9509690196872289,1.0343281711802184,0.450808945887236,0.28859220006353914,0.6344011198564473,0.10217574917083869,0.5229491955038038,0.06482040969615153,0.15978860496841693,10.672833505309214,0.1553569232202765,10.795934125110492,0.6986706472564976,0.30132935274350237,0.12310061980127716,0.053092011568971566,True,ok,10,ok
4,149.03921118916767,0.14466312845163357,0.03178668550246077,51.65850542238009,57.24212301513204,88.14118613783602,0.880989844239837,9.113956188126641,0.0064347692501584425,0.18361536081993085,0.8163666181102331,0.8343654425612099,0.8879023580819786,0.952686613703681,1.0308529284599441,0.5670333703815115,0.386325740617101,0.6497428232808775,0.1563704623366506,0.6951656839099948,0.1016005856763515,0.16139143114877344,14.829988870197774,0.15526940775617562,14.9374096544819,0.6833283029758861,0.3166716970241139,0.10742078428412677,0.0497815206933059,True,ok,10,ok
5,158.40142812107555,0.14781105013333673,0.018145528692183,58.90054243732411,64.0706432162643,31.051775128629934,0.4491041745122172,6.104021734432638,0.00540843904048114,0.19696954563667687,0.8030230470645012,0.8813692539913276,0.9218256574316657,0.9691785619402137,1.0221548681734451,0.3940660128141211,0.31271688238513223,0.6960671327036212,0.10176570219121528,0.41487190781658645,0.07083576053180984,0.15568146486240714,15.877208459347393,0.15231851361268817,16.00998611852088,0.7308369894179343,0.2691630105820657,0.13277765917348858,0.04890123926217715,True,ok,10,ok
6,99.68156567895673,0.2441940110704053,0.02321819304083927,52.023677219009805,45.51192430340889,19.83199777958818,0.33518049509515013,3.276095090192859,0.08990407425996223,0.20785537976038124,0.7921397473148933,0.8889296184089337,0.9353952618512733,0.9616862802424293,1.0535884620938478,0.3582704096729487,0.28525179360561814,0.6955478117167296,0.086471306085622,0.3295356263057275,0.06014492772414191,0.1507036245808324,11.105493186880732,0.14516329323409974,11.266855242203071,0.7622361574559547,0.23776384254404526,0.16136205532233902,0.0503335638685719,True,ok,10,ok
7,137.5728072972728,0.14601931021998993,0.0177275054522093,55.26533670191089,60.63654879255061,33.65382329008695,0.7804174458375813,9.305767645971665,0.035612472050422006,0.22422846981501376,0.775761722000827,0.8509155814149937,0.9013528567598693,0.9559423004306737,1.0423193047609625,0.4968020259820921,0.3159959477902764,0.702932605665102,0.09829858725752294,0.3400680829408875,0.06909728207412899,0.14956780701108996,15.805609651403493,0.14673073803217362,15.94970090292324,0.7537734044305385,0.24622659556946147,0.14409125151974755,0.047068652335716506,True,ok,10,ok
8,76.10558318529856,0.2719563379682046,0.011165581300499057,51.30916837706454,53.01837775378661,80.51402809675949,0.9148522456962919,9.011959825092097,0.014526492025113061,0.22119368242143617,0.7787863108266585,0.8332640470068238,0.88740369632623,0.9511108240094931,1.034096399479218,0.5683552257385782,0.14632065661814544,0.6634976536397462,0.03378836323365108,0.11895247012035869,0.02241849972585496,0.1307963657894137,12.09391924459078,0.12608124753124766,12.250755911030506,0.7668396663900183,0.23316033360998167,0.15683666643972594,0.0476867474025075,True,ok,10,ok
9,125.60032010345876,0.3157836520942788,0.023691446407501607,38.97540462165045,26.07334233697366,65.78472472970455,0.6397169057409634,3.7824366493485826,0.09852423410962516,0.22685395004491135,0.7731301221291865,0.8509497045914753,0.9095723648654493,0.946469153683263,1.0610044940707362,0.5016740592042107,0.3657809628620047,0.6739199118191179,0.12134348364093298,0.41351590262818466,0.08177578979512212,0.14178912499781376,8.38465082442631,0.134993693545733,8.561643528562078,0.7776414216035207,0.22235857839647932,0.17699270413576926,0.050609246093174076,True,ok,10,ok
10,113.44279702317323,0.1241695988404902,0.019698047160119164,45.86382340912554,46.04031187124558,64.20124128553977,0.4110852950457812,6.826319887877318,0.03804294141818541,0.20880766210173418,0.7911774198957912,0.8642597232490059,0.9155289356663392,0.961387122952914,1.0398236847972235,0.46575771225972507,0.18733374721126447,0.6990793849189179,0.08387544850950242,0.3177834547932247,0.05863559695382132,0.25436511875649537,0.9822134433734853,0.27919871133930596,0.9873056447155079,0.09500802446948318,0.9049919755305168,0.005092201342022542,0.048505390760928406,True,ok,10,ok
