simulation_id,flow_mol_s,T_in_C,P_in_kPa,relative_humidity,H2O_in_ppmv,inlet_dew_point_C,CO2_in_vol_pct,N2_in_vol_pct,O2_in_vol_pct,PM2_5_in_mg_m3,mist_in_mg_m3,SO2_in_ppmv,NOx_in_ppmv,HCl_in_ppmv,H2S_in_ppmv,pretreatment_pm_efficiency,pretreatment_acid_efficiency,PM2_5_after_pretreatment_mg_m3,SO2_after_pretreatment_ppmv,NOx_after_pretreatment_ppmv,HCl_after_pretreatment_ppmv,H2S_after_pretreatment_ppmv,bed_length_m,bed_diameter_m,particle_diameter_m,bed_porosity,particle_sphericity,adsorbent_bulk_density_kg_m3,guard_bed_age_h,cycles_since_regen,gas_density_kg_m3,gas_viscosity_Pa_s,flow_actual_m3_s,superficial_velocity_m_s,Re_particle,residence_time_s,deltaP_guard_bed_kPa,moisture_removal_efficiency,impurity_removal_efficiency,H2O_out,H2O_out_ppmv,SO2_out_ppmv,NOx_out_ppmv,HCl_out_ppmv,H2S_out_ppmv,impurity_out,impurity_out_ppmv,pressure_drop_model_source
1,681.8244131201858,38.60339462197961,109.82893033892132,0.8515811618742268,53047.16124521553,29.022517221125874,13.545847870158347,85.00743133711242,1.4467207927292272,7.303566411953881,2.3496633456692915,11.124841616740792,22.606506178807123,3.2928188369506115,1.5575155539073857,0.9732605456108278,0.501904504594989,0.19529338095073118,5.541233496392787,18.635298629302913,1.3922361388077555,0.8930500922969409,2.4683090571277826,2.7130128174651795,0.005283419105971059,0.45432771663323446,0.7469038628618646,639.0849063370248,2077.3516337258116,6,1.2028727480205537,1.9012796370283314e-05,16.09167192459278,2.783604930933622,930.4570875262655,0.4028665150747065,44.129784567988644,0.6767934491940522,0.7284790978914837,17145.19001611306,17145.19001611306,1.3027270788015832,7.096186925051872,0.27659971971209957,0.2750101829689782,8.950523906534533,8.950523906534533,calibrated_ergun_with_preprocessing_reference
2,683.2918517167799,32.7877446790292,104.4490802935188,0.5750239678838125,27331.65894952816,27.664078265208794,12.371519188723308,80.79973343887183,6.828747372404862,8.982448791688736,6.731158547356852,2.3141827410572136,4.721268385674413,1.9080626556414757,0.8019136281875856,0.9350958022242644,0.2743652705635785,0.5829986328861834,1.6792513671734874,4.2678951583608224,1.3060306098590422,0.614898966056224,2.0879636392151912,2.7851473904810575,0.0052342864677234514,0.4761011678921052,0.7884233252090119,621.5011353276711,1765.0500301095149,15,1.1772643541174945,1.874108334801562e-05,16.64059563508883,2.7313831124451786,898.089067452313,0.3639481853048013,20.62959657593323,0.8239004510555246,0.8305681125375277,4813.092812916144,4813.092812916144,0.21478209673867366,1.2548341761011914,0.11280849345749508,0.1297192660995585,1.7121440323969188,1.7121440323969188,calibrated_ergun_with_preprocessing_reference
3,520.8673321595346,44.40421807780203,99.9603198303405,0.6410799128091215,59639.862690693066,39.364717097175905,15.649988574160256,78.9069831858356,5.443028240004136,10.668600331199194,5.695837454163769,1.7205741276255064,4.185646559051875,2.676927817543982,1.6541257594395327,0.8504449995234433,0.19656310276878816,1.5955425276166881,1.3823727385557358,3.8976862728926167,2.0718147941837777,1.377756681541102,2.22300169075278,2.608834723701207,0.004994552569776097,0.4446198454351602,0.8839530965146133,640.9614706184348,1405.3766904134059,2,1.0720563734326798,1.9281346909061062e-05,13.757881170129153,2.573762921754714,714.7355489316602,0.38402552923201866,36.63971511773676,0.7802658891202318,0.8174883865463776,13104.912201330902,13104.912201330902,0.19579539592572853,1.1893199997753099,0.20876180753154475,0.3077715992269016,1.9016488024594849,1.9016488024594849,calibrated_ergun_with_preprocessing_reference
4,560.7067364386913,48.47373857668771,101.25335835196924,0.5811592422806581,65718.3269263104,44.95061754955602,12.618772302513873,85.25232524425091,2.1289024532352125,7.908576644481199,7.251357570904858,9.777543596759115,6.010657612788096,0.10062117180410331,0.32426703410698976,0.8526159433820271,0.2714595517434172,1.1655981079377955,7.123335994831167,5.439579965350381,0.06920940688118817,0.24944545794171658,1.5816718850966887,2.937660670426396,0.004985749544180685,0.4268438582809534,0.8846186239123468,686.1489788720253,1276.5617885534473,13,1.06966244302681,1.946830365986737e-05,14.808416405241852,2.1848190748694454,598.5005763643971,0.30900816352929444,23.903412675240364,0.8299719533332408,0.8199241824366195,11173.95875748804,11173.95875748804,0.9907107809587145,1.6485432828451343,0.006788293891808455,0.055145412934595975,2.701187770630253,2.701187770630253,calibrated_ergun_with_preprocessing_reference
5,525.2370472872216,43.16096412530548,103.00885403759708,0.5935775667701836,50227.410053653955,39.39323629591317,12.557762898336112,85.02569354809728,2.416543553566612,14.238765367418509,9.035763725784033,8.616837760449998,15.837780274603844,1.0962438317621845,0.34640445791571256,0.9244594918620983,0.42375833017792164,1.0756035711111507,4.965380979667645,13.488793311592012,0.5620200078044864,0.22163144946104463,2.450466963914369,2.7416070825446184,0.005725742072122821,0.4439648560572899,0.7758326919064991,753.2188030164992,798.2056424174,20,1.1131321494695083,1.9223995066678617e-05,13.410013851534469,2.2715846135848183,753.1193023713854,0.47892612337716256,25.197220971087425,0.8350687789418326,0.824377715787338,8284.068070738418,8284.068070738418,0.6673640781337218,4.036911785494929,0.05237156051777755,0.04805882281037847,4.8047062469568065,4.8047062469568065,calibrated_ergun_with_preprocessing_reference
6,568.5169467959374,43.090155404150636,106.06048031583205,0.8314723625049394,68080.62086866562,36.26712103472163,13.909154914814167,84.93121798797794,1.1596270972078826,2.757850451283378,3.5340110648948873,7.072352637523658,6.136635305083636,3.701229272323421,2.0379033775543784,0.7690278999821609,0.3189962488771722,0.6369865102680671,4.816298675417036,5.45148803001652,2.3434492801020306,1.485332374492507,1.7405496228217925,2.701333185367867,0.0031248425215856775,0.4192788983093423,0.7892708545898849,571.7953215505303,2398.387190868024,14,1.1384762286850203,1.9220725284384938e-05,14.094219319076839,2.459205583402769,455.1737071599387,0.29675263151431275,69.17665794569382,0.6531169205138636,0.7475932533497044,23616.015420250853,23616.015420250853,1.035634659765197,1.9873167088530523,0.41630772159338064,0.43042913544763706,3.8696882256592673,3.8696882256592673,calibrated_ergun_with_preprocessing_reference
7,587.9440228879741,50.4839636583619,105.89066093302851,0.7568464148352969,90501.56792129544,39.32384520698582,14.594226346919019,79.31681135307281,6.088962300008179,16.234733121276037,2.8842144600061825,1.7259766135333987,19.480457795158916,0.4432172071304198,2.3561179247089425,0.7586048879205214,0.34968361122616753,3.9189852213908525,1.1224308784211285,17.096258904606376,0.2649835445514371,1.6558064739800549,1.6310396965453178,2.9203707957102725,0.004562017207414613,0.4126693752366056,0.7245385367748693,721.7842233227587,1932.723650182095,8,1.1010196272891568,1.956022254585485e-05,14.940550433880764,2.230492272609034,572.7682176275807,0.30176304165006096,43.61731680855842,0.7216859327812484,0.7242045741540121,25187.859457849838,25187.859457849838,0.2689178232806271,6.572248339914758,0.053891020007773474,0.5166209827283821,7.41167816593154,7.41167816593154,calibrated_ergun_with_preprocessing_reference
8,548.2424415480004,47.911475995622325,109.13775326635155,0.6906863441794268,70432.67070041917,38.19135167451245,16.93446639697863,78.43352508031622,4.632008522705144,1.7634805296695928,8.918845659697396,5.249409867036303,34.73466962914313,3.567792292357107,2.622641987904753,0.8359412776409533,0.14251000062768188,0.28931436260264837,4.50131646359,33.002156402415096,2.9830792982603693,2.3049521832636355,1.5781931895821542,3.7434792740836937,0.004545171387695144,0.3907158108681123,0.9165691497102824,576.213719868044,822.6580350891045,2,1.1528626042049825,1.9442542891305784e-05,13.409729791263809,1.2183702319726437,328.3628601989588,0.5061064490846564,13.01818926031213,0.8046131803809171,0.75278105912978,13761.615525433064,13761.615525433064,0.943385399903424,11.885267889764915,0.5129131452865511,0.6565840547909723,13.998150489745862,13.998150489745862,calibrated_ergun_with_preprocessing_reference
9,672.820338125491,34.40266576975355,110.90270170599292,0.6584555484792693,32264.674235617826,31.184340723468235,8.139362877082016,89.25304491292599,2.607592209991987,4.339389317147745,1.5245852752573827,3.7583678911561322,27.253688370792975,3.88758743998326,1.7575867398461749,0.9096803601978639,0.36150247414940606,0.3919320800860216,2.3997085997395047,23.805391849284483,2.2714090902532402,1.2175205781075813,2.280446473762378,2.7473095188937835,0.003459852949873482,0.3815121969789287,0.8458703862193772,732.4036489842422,371.2280780125496,0,1.2410969616978906,1.8816785966673933e-05,15.513531273960842,2.6170113269656,597.205103846779,0.3324472215054237,68.54663797800106,0.7750183580517127,0.7929614977770497,7258.959386455899,7258.959386455899,0.4016882479877052,7.760146549703019,0.29015514055446323,0.3003459839765425,8.75233592222173,8.75233592222173,calibrated_ergun_with_preprocessing_reference
10,491.51740617802693,47.30035545298672,107.86314733957131,0.8691910556186893,86946.51099660515,41.109212259823686,14.339751116810852,83.91896705693388,1.741281826255273,12.2686916169809,5.596460619035565,11.46969792171129,10.168328695495513,3.6999856329549883,0.09675962493803454,0.8870897872439057,0.5198604497200952,1.3852605807122236,5.507055601976818,8.318189520505797,1.4879880085832369,0.05400334812325533,1.360879944745448,2.757269301868776,0.005782687653019523,0.40770938325899286,0.7831992252739973,647.4884899773374,392.11269200071376,16,1.1342477299421603,1.941451827880343e-05,12.141176048082945,2.033351703241807,686.947485809158,0.2728713985274179,21.406753076055104,0.734569260087833,0.7784097906895199,23078.27674661027,23078.27674661027,1.005972303603979,2.814473381469023,0.2138971308424646,0.014068449959556696,4.048411265875023,4.048411265875023,calibrated_ergun_with_preprocessing_reference
11,691.9018370053874,39.28209013980276,108.81529987506089,0.5640359808878801,36783.127371083014,29.821947337368297,16.67490631752325,79.14781550794265,4.1772781745340986,15.751562214192191,6.554117153241744,7.257130530197771,14.557490610724074,1.5029943331946591,1.4963284814435496,0.7742139583664487,0.12995148562983017,3.5564828818870717,6.314055636388973,13.89537197455701,1.278380534729018,1.3310458886628052,2.278257199347557,2.730972796118882,0.005390451264975485,0.38791688903597205,0.8314616140258012,673.3234805540023,655.7026083567301,6,1.1966456218278159,1.9044343088712093e-05,16.51750092116529,2.819809116185928,955.0902103341831,0.3134164082674161,54.2969923003353,0.8195344097050412,0.7860467735338535,6638.088793917152,6638.088793917152,1.1027554224473382,4.611321513051731,0.17302695058956824,0.33709477876435134,6.224198664852988,6.224198664852988,calibrated_ergun_with_preprocessing_reference
12,622.3233087372939,31.633722076840954,109.3630739222512,0.6878071235860554,29251.210969195137,20.883672654494866,11.936304568320281,84.83775775301537,3.225937678664346,1.3595162777194805,6.839073815315113,0.7119751395129084,6.277523188567673,0.2229939111824298,2.0730919182272896,0.7599992642629422,0.18167428431843585,0.32628490689918155,0.5826275655893822,5.8783606021662775,0.1764048130777775,1.7529585512425547,2.3972616142336856,2.7726463195653714,0.0034965951682058346,0.39416640988055224,0.7522588129903323,565.4078140063781,1285.0983331785083,5,1.2364106276836822,1.868686653133571e-05,14.420200946657754,2.388319818652395,552.5404554241493,0.39564215673599296,59.38596970084706,0.7502384859297487,0.8263381399479153,7305.826740054519,7305.826740054519,0.0771078178162945,1.749474071119667,0.016057785449572107,0.376848868034968,2.2194885424205015,2.2194885424205015,calibrated_ergun_with_preprocessing_reference
13,503.7705265204746,34.0913829055736,105.88385986613865,0.7326306909749412,36954.44540131474,26.73070254609723,15.794775407713288,78.70784166031788,5.497382931968834,16.722311773307055,8.040056214708576,1.234402041879512,29.556408315601793,3.611586044271192,3.4287016752472086,0.9472415931481882,0.3082597145170822,0.8822425280389755,0.8538856208504303,26.36754081927059,2.3312835888661385,2.5303106656076544,1.685698379997443,2.6591049439131127,0.0045712588461529115,0.3722006283484459,0.8950262962955976,551.431610622323,1958.0990614255722,18,1.1840028511657708,1.8802209122761832e-05,12.153934369665677,2.188547870870183,629.9930143214345,0.286682326940164,39.32481452223006,0.7365515601331317,0.7254779469177913,9735.590987121734,9735.590987121734,0.2034366743773768,10.107831847260428,0.4708592739590172,0.7864103081958849,11.568538103792708,11.568538103792708,calibrated_ergun_with_preprocessing_reference
14,552.9380385629585,43.38194854397024,101.69985910226764,0.6156316242093318,53376.91666392023,34.85607513836922,11.283612050046887,83.96834442114309,4.7480435288100225,7.450889355357792,4.861013240170777,8.244632978198547,10.531301315080727,3.7959431275942084,3.208054588188241,0.8725261234951203,0.3848129331704294,0.9497937495364022,5.071991578944311,9.112897982875491,2.116105917154899,2.1587288267144054,1.7419561791733504,3.173452728828495,0.003697709821586621,0.4041014172138153,0.796942414463512,612.04902417076,2128.670318472927,3,1.0968864133942442,1.9234197292516985e-05,14.308952851961411,1.8090638871719298,381.4822379556727,0.3891111672284539,29.315698070861256,0.7896804408591187,0.7848687680945017,11226.209581055262,11226.209581055262,0.8921014074750176,3.0333333213236893,0.28915392836456255,0.5491259335846523,4.763714590747922,4.763714590747922,calibrated_ergun_with_preprocessing_reference
15,520.8101619604018,45.651871096161756,100.82043416804713,0.8504937027835311,83665.21398785072,42.70137912051774,15.951148389830859,76.42666217044783,7.622189439721312,16.910976985910644,7.847978635832514,1.6920247639517358,33.569032557636,3.205527862579536,2.081950195587576,0.7893969999413414,0.35422777516259885,3.561502487155714,1.092662596297091,29.407153256597713,1.8997178091487754,1.4550882976726,1.371733688492007,3.6328628819910724,0.004843139221625759,0.37141148978759214,0.8724002819369997,558.5885081411744,669.295983613687,18,1.0670385748324946,1.9338790313120818e-05,13.692600364530099,1.3209854650438835,353.0008963279704,0.38567998385789976,16.103635766364818,0.7456087051983156,0.7112614924493447,21283.702116229342,21283.702116229342,0.27663532586195405,11.628403899719563,0.4134020725642422,0.4718874371368197,12.79032873528258,12.79032873528258,calibrated_ergun_with_preprocessing_reference
16,615.0305596472066,39.24883897298027,105.21664673009445,0.8797442131653579,59228.07154330606,33.60691879525973,16.983665473615357,76.67860949689008,6.337725029494566,2.491053202483063,3.403013807449558,7.9114662562343065,14.767568867505204,3.0995424504059543,2.352597632446988,0.7862506791837499,0.16650251764398627,0.5324609301478994,6.594187206315852,13.906975778933006,2.506048585638402,2.0196412179621386,1.839799180248058,3.55909365981448,0.004798780324567837,0.4717483482828122,0.7451440535852357,565.7627844980243,711.3516751117509,14,1.1472342345247173,1.9042798313097738e-05,15.182938577697515,1.5261145043687954,441.20387697092997,0.568713698722802,9.039245125797443,0.7218286434759218,0.7697283659434293,16475.5530055066,16475.5530055066,1.2646676161211556,4.808071098629997,0.3841742345602837,0.5427948401928441,6.99970778950428,6.99970778950428,calibrated_ergun_with_preprocessing_reference
